name,datetime,conditions,description,icon
NH,2015-02-02,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow
NH,2015-02-03,Clear,Clear conditions throughout the day.,snow
NH,2015-02-04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-02-05,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow clearing later.,rain
NH,2015-02-06,Partially cloudy,Partly cloudy throughout the day.,snow
NH,2015-02-07,Partially cloudy,Partly cloudy throughout the day.,snow
NH,2015-02-08,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow
NH,2015-02-09,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow
NH,2015-02-10,Partially cloudy,Partly cloudy throughout the day.,snow
NH,2015-02-11,Clear,Clear conditions throughout the day.,clear-day
NH,2015-02-12,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow
NH,2015-02-13,Clear,Clear conditions throughout the day.,clear-day
NH,2015-02-14,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow
NH,2015-02-15,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow
NH,2015-02-16,Snow,Clear conditions throughout the day with a chance of snow throughout the day.,snow
NH,2015-02-17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-02-18,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow
NH,2015-02-19,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow
NH,2015-02-20,Clear,Clear conditions throughout the day.,clear-day
NH,2015-02-21,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow
NH,2015-02-22,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow
NH,2015-02-23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-02-24,Clear,Clear conditions throughout the day.,clear-day
NH,2015-02-25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-02-26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-02-27,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-02-28,Clear,Clear conditions throughout the day.,snow
NH,2015-03-01,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow
NH,2015-03-02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-03-03,"Snow, Partially cloudy",Becoming cloudy in the afternoon with late afternoon snow.,snow
NH,2015-03-04,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,rain
NH,2015-03-05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-03-06,Clear,Clear conditions throughout the day.,clear-day
NH,2015-03-07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-03-08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-03-09,Clear,Clear conditions throughout the day.,clear-day
NH,2015-03-10,Clear,Clear conditions throughout the day.,clear-day
NH,2015-03-11,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain
NH,2015-03-12,Clear,Clear conditions throughout the day.,wind
NH,2015-03-13,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2015-03-14,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain
NH,2015-03-15,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain
NH,2015-03-16,Clear,Clear conditions throughout the day.,clear-day
NH,2015-03-17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain
NH,2015-03-18,Clear,Clear conditions throughout the day.,clear-day
NH,2015-03-19,Clear,Clear conditions throughout the day.,clear-day
NH,2015-03-20,"Snow, Partially cloudy",Becoming cloudy in the afternoon with late afternoon snow.,snow
NH,2015-03-21,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain
NH,2015-03-22,Clear,Clear conditions throughout the day.,clear-day
NH,2015-03-23,Clear,Clear conditions throughout the day.,clear-day
NH,2015-03-24,Clear,Clear conditions throughout the day.,clear-day
NH,2015-03-25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2015-03-26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2015-03-27,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
NH,2015-03-28,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,snow
NH,2015-03-29,Clear,Clear conditions throughout the day.,snow
NH,2015-03-30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-03-31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-04-01,Clear,Clear conditions throughout the day.,clear-day
NH,2015-04-02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-04-03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-04-04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
NH,2015-04-05,Clear,Clear conditions throughout the day.,clear-day
NH,2015-04-06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-04-07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-04-08,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.,rain
NH,2015-04-09,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain
NH,2015-04-10,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain
NH,2015-04-11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-04-12,Clear,Clear conditions throughout the day.,clear-day
NH,2015-04-13,Clear,Clear conditions throughout the day.,clear-day
NH,2015-04-14,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-04-15,Clear,Clear conditions throughout the day.,clear-day
NH,2015-04-16,Clear,Clear conditions throughout the day.,clear-day
NH,2015-04-17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
NH,2015-04-18,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
NH,2015-04-19,Clear,Clear conditions throughout the day.,clear-day
NH,2015-04-20,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2015-04-21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NH,2015-04-22,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2015-04-23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-04-24,Overcast,Cloudy skies throughout the day.,cloudy
NH,2015-04-25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-04-26,Overcast,Cloudy skies throughout the day.,cloudy
NH,2015-04-27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-04-28,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
NH,2015-04-29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-04-30,Overcast,Cloudy skies throughout the day.,cloudy
NH,2015-05-01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-05-02,Clear,Clear conditions throughout the day.,clear-day
NH,2015-05-03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2015-05-04,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2015-05-05,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-05-06,Clear,Clear conditions throughout the day.,clear-day
NH,2015-05-07,Clear,Clear conditions throughout the day.,clear-day
NH,2015-05-08,Clear,Clear conditions throughout the day.,clear-day
NH,2015-05-09,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-05-10,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2015-05-11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-05-12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-05-13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-05-14,Clear,Clear conditions throughout the day.,clear-day
NH,2015-05-15,Clear,Clear conditions throughout the day.,clear-day
NH,2015-05-16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-05-17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-05-18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-05-19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
NH,2015-05-20,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-05-21,Clear,Clear conditions throughout the day.,clear-day
NH,2015-05-22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-05-23,Clear,Clear conditions throughout the day.,clear-day
NH,2015-05-24,Clear,Clear conditions throughout the day.,clear-day
NH,2015-05-25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-05-26,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain
NH,2015-05-27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2015-05-28,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
NH,2015-05-29,Clear,Clear conditions throughout the day.,clear-day
NH,2015-05-30,Clear,Clear conditions throughout the day.,clear-day
NH,2015-05-31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
NH,2015-06-01,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NH,2015-06-02,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
NH,2015-06-03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-06-04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-06-05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-06-06,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-06-07,Clear,Clear conditions throughout the day.,clear-day
NH,2015-06-08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2015-06-09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2015-06-10,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-06-11,Clear,Clear conditions throughout the day.,clear-day
NH,2015-06-12,Rain,Clear conditions throughout the day with afternoon rain.,rain
NH,2015-06-13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
NH,2015-06-14,Clear,Clear conditions throughout the day.,clear-day
NH,2015-06-15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NH,2015-06-16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2015-06-17,Clear,Clear conditions throughout the day.,clear-day
NH,2015-06-18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-06-19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NH,2015-06-20,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2015-06-21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
NH,2015-06-22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2015-06-23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
NH,2015-06-24,Clear,Clear conditions throughout the day.,clear-day
NH,2015-06-25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-06-26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NH,2015-06-27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2015-06-28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NH,2015-06-29,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
NH,2015-06-30,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2015-07-01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2015-07-02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-07-03,Clear,Clear conditions throughout the day.,clear-day
NH,2015-07-04,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain
NH,2015-07-05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-07-06,Clear,Clear conditions throughout the day.,clear-day
NH,2015-07-07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2015-07-08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
NH,2015-07-09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-07-10,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain
NH,2015-07-11,Clear,Clear conditions throughout the day.,clear-day
NH,2015-07-12,Clear,Clear conditions throughout the day.,clear-day
NH,2015-07-13,Clear,Clear conditions throughout the day.,clear-day
NH,2015-07-14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
NH,2015-07-15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-07-16,Clear,Clear conditions throughout the day.,clear-day
NH,2015-07-17,Clear,Clear conditions throughout the day.,clear-day
NH,2015-07-18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NH,2015-07-19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2015-07-20,Clear,Clear conditions throughout the day.,clear-day
NH,2015-07-21,Clear,Clear conditions throughout the day.,clear-day
NH,2015-07-22,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain
NH,2015-07-23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-07-24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2015-07-25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-07-26,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
NH,2015-07-27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-07-28,Clear,Clear conditions throughout the day.,clear-day
NH,2015-07-29,Clear,Clear conditions throughout the day.,clear-day
NH,2015-07-30,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2015-07-31,Clear,Clear conditions throughout the day.,clear-day
NH,2015-08-01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-08-02,Clear,Clear conditions throughout the day.,clear-day
NH,2015-08-03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2015-08-04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2015-08-05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-08-06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-08-07,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2015-08-08,Clear,Clear conditions throughout the day.,clear-day
NH,2015-08-09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-08-10,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-08-11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2015-08-12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-08-13,Clear,Clear conditions throughout the day.,clear-day
NH,2015-08-14,Clear,Clear conditions throughout the day.,clear-day
NH,2015-08-15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2015-08-16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-08-17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-08-18,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
NH,2015-08-19,Clear,Clear conditions throughout the day.,clear-day
NH,2015-08-20,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-08-21,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
NH,2015-08-22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-08-23,Overcast,Cloudy skies throughout the day.,cloudy
NH,2015-08-24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-08-25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2015-08-26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-08-27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-08-28,Clear,Clear conditions throughout the day.,clear-day
NH,2015-08-29,Clear,Clear conditions throughout the day.,clear-day
NH,2015-08-30,Clear,Clear conditions throughout the day.,clear-day
NH,2015-08-31,Clear,Clear conditions throughout the day.,clear-day
NH,2015-09-01,Clear,Clear conditions throughout the day.,clear-day
NH,2015-09-02,Clear,Clear conditions throughout the day.,clear-day
NH,2015-09-03,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain
NH,2015-09-04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-09-05,Clear,Clear conditions throughout the day.,clear-day
NH,2015-09-06,Clear,Clear conditions throughout the day.,clear-day
NH,2015-09-07,Clear,Clear conditions throughout the day.,clear-day
NH,2015-09-08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-09-09,Rain,Clear conditions throughout the day with late afternoon rain.,rain
NH,2015-09-10,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2015-09-11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NH,2015-09-12,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-09-13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NH,2015-09-14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NH,2015-09-15,Clear,Clear conditions throughout the day.,clear-day
NH,2015-09-16,Clear,Clear conditions throughout the day.,clear-day
NH,2015-09-17,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-09-18,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-09-19,Clear,Clear conditions throughout the day.,clear-day
NH,2015-09-20,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-09-21,Clear,Clear conditions throughout the day.,clear-day
NH,2015-09-22,Clear,Clear conditions throughout the day.,clear-day
NH,2015-09-23,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-09-24,Clear,Clear conditions throughout the day.,clear-day
NH,2015-09-25,Clear,Clear conditions throughout the day.,clear-day
NH,2015-09-26,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-09-27,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-09-28,Clear,Clear conditions throughout the day.,clear-day
NH,2015-09-29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2015-09-30,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NH,2015-10-01,Clear,Clear conditions throughout the day.,clear-day
NH,2015-10-02,Clear,Clear conditions throughout the day.,clear-day
NH,2015-10-03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-10-04,Clear,Clear conditions throughout the day.,clear-day
NH,2015-10-05,Clear,Clear conditions throughout the day.,clear-day
NH,2015-10-06,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-10-07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-10-08,Clear,Clear conditions throughout the day.,clear-day
NH,2015-10-09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2015-10-10,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-10-11,Clear,Clear conditions throughout the day.,clear-day
NH,2015-10-12,Clear,Clear conditions throughout the day.,clear-day
NH,2015-10-13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
NH,2015-10-14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-10-15,Clear,Clear conditions throughout the day.,clear-day
NH,2015-10-16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-10-17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
NH,2015-10-18,Clear,Clear conditions throughout the day.,clear-day
NH,2015-10-19,Clear,Partly cloudy throughout the day.,clear-day
NH,2015-10-20,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain
NH,2015-10-21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-10-22,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
NH,2015-10-23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-10-24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-10-25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NH,2015-10-26,Clear,Clear conditions throughout the day.,clear-day
NH,2015-10-27,Clear,Clear conditions throughout the day.,clear-day
NH,2015-10-28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2015-10-29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NH,2015-10-30,Clear,Clear conditions throughout the day.,clear-day
NH,2015-10-31,Clear,Clear conditions throughout the day.,clear-day
NH,2015-11-01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NH,2015-11-02,Clear,Clear conditions throughout the day.,clear-day
NH,2015-11-03,Clear,Clear conditions throughout the day.,clear-day
NH,2015-11-04,Clear,Clear conditions throughout the day.,clear-day
NH,2015-11-05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-11-06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-11-07,Clear,Clear conditions throughout the day.,clear-day
NH,2015-11-08,Clear,Clear conditions throughout the day.,clear-day
NH,2015-11-09,Clear,Clear conditions throughout the day.,clear-day
NH,2015-11-10,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2015-11-11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NH,2015-11-12,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
NH,2015-11-13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
NH,2015-11-14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-11-15,Clear,Clear conditions throughout the day.,clear-day
NH,2015-11-16,Clear,Clear conditions throughout the day.,clear-day
NH,2015-11-17,Clear,Clear conditions throughout the day.,clear-day
NH,2015-11-18,Clear,Clear conditions throughout the day.,clear-day
NH,2015-11-19,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
NH,2015-11-20,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain
NH,2015-11-21,Clear,Clear conditions throughout the day.,clear-day
NH,2015-11-22,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain
NH,2015-11-23,Clear,Clear conditions throughout the day.,clear-day
NH,2015-11-24,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2015-11-25,Clear,Clear conditions throughout the day.,clear-day
NH,2015-11-26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-11-27,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2015-11-28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
NH,2015-11-29,Clear,Clear conditions throughout the day.,clear-day
NH,2015-11-30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-12-01,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain
NH,2015-12-02,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain
NH,2015-12-03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NH,2015-12-04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-12-05,Clear,Clear conditions throughout the day.,clear-day
NH,2015-12-06,Clear,Clear conditions throughout the day.,clear-day
NH,2015-12-07,Clear,Clear conditions throughout the day.,clear-day
NH,2015-12-08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-12-09,Overcast,Cloudy skies throughout the day.,cloudy
NH,2015-12-10,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
NH,2015-12-11,Overcast,Cloudy skies throughout the day.,fog
NH,2015-12-12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2015-12-13,Overcast,Cloudy skies throughout the day.,cloudy
NH,2015-12-14,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
