name,datetime,conditions,description,icon
NH,2000-02-27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-02-28,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
NH,2000-02-29,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain
NH,2000-03-01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-03-02,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain
NH,2000-03-03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-03-04,Clear,Clear conditions throughout the day.,clear-day
NH,2000-03-05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-03-06,Clear,Clear conditions throughout the day.,clear-day
NH,2000-03-07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-03-08,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2000-03-09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2000-03-10,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2000-03-11,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain
NH,2000-03-12,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain
NH,2000-03-13,Clear,Clear conditions throughout the day.,clear-day
NH,2000-03-14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-03-15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-03-16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2000-03-17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain
NH,2000-03-18,Clear,Clear conditions throughout the day.,clear-day
NH,2000-03-19,Clear,Clear conditions throughout the day.,clear-day
NH,2000-03-20,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2000-03-21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-03-22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-03-23,Clear,Clear conditions throughout the day.,clear-day
NH,2000-03-24,Clear,Clear conditions throughout the day.,clear-day
NH,2000-03-25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
NH,2000-03-26,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain
NH,2000-03-27,Clear,Clear conditions throughout the day.,clear-day
NH,2000-03-28,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
NH,2000-03-29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NH,2000-03-30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-03-31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-04-01,Clear,Clear conditions throughout the day.,clear-day
NH,2000-04-02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2000-04-03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NH,2000-04-04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
NH,2000-04-05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-04-06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-04-07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-04-08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
NH,2000-04-09,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
NH,2000-04-10,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2000-04-11,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
NH,2000-04-12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
NH,2000-04-13,Clear,Clear conditions throughout the day.,clear-day
NH,2000-04-14,Clear,Clear conditions throughout the day.,clear-day
NH,2000-04-15,Clear,Clear conditions throughout the day.,clear-day
NH,2000-04-16,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2000-04-17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-04-18,Overcast,Cloudy skies throughout the day.,cloudy
NH,2000-04-19,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
NH,2000-04-20,Overcast,Cloudy skies throughout the day.,cloudy
NH,2000-04-21,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NH,2000-04-22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NH,2000-04-23,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NH,2000-04-24,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain
NH,2000-04-25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2000-04-26,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain
NH,2000-04-27,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain
NH,2000-04-28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NH,2000-04-29,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2000-04-30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-05-01,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2000-05-02,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain
NH,2000-05-03,Clear,Clear conditions throughout the day.,clear-day
NH,2000-05-04,Clear,Clear conditions throughout the day.,clear-day
NH,2000-05-05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-05-06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
NH,2000-05-07,Clear,Clear conditions throughout the day.,clear-day
NH,2000-05-08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2000-05-09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
NH,2000-05-10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NH,2000-05-11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NH,2000-05-12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2000-05-13,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
NH,2000-05-14,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2000-05-15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-05-16,Clear,Clear conditions throughout the day.,clear-day
NH,2000-05-17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-05-18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2000-05-19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2000-05-20,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2000-05-21,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
NH,2000-05-22,Overcast,Cloudy skies throughout the day.,cloudy
NH,2000-05-23,Overcast,Cloudy skies throughout the day.,cloudy
NH,2000-05-24,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
NH,2000-05-25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
NH,2000-05-26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-05-27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-05-28,Overcast,Cloudy skies throughout the day.,cloudy
NH,2000-05-29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-05-30,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2000-05-31,Clear,Clear conditions throughout the day.,clear-day
NH,2000-06-01,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2000-06-02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2000-06-03,Clear,Clear conditions throughout the day.,clear-day
NH,2000-06-04,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2000-06-05,Overcast,Cloudy skies throughout the day.,cloudy
NH,2000-06-06,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
NH,2000-06-07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NH,2000-06-08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
NH,2000-06-09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
NH,2000-06-10,Clear,Clear conditions throughout the day.,clear-day
NH,2000-06-11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-06-12,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain
NH,2000-06-13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2000-06-14,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain
NH,2000-06-15,Overcast,Cloudy skies throughout the day.,cloudy
NH,2000-06-16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-06-17,Rain,Clear conditions throughout the day with afternoon rain.,rain
NH,2000-06-18,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
NH,2000-06-19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-06-20,Clear,Clear conditions throughout the day.,clear-day
NH,2000-06-21,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
NH,2000-06-22,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
NH,2000-06-23,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
NH,2000-06-24,Clear,Clear conditions throughout the day.,clear-day
NH,2000-06-25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2000-06-26,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
NH,2000-06-27,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
NH,2000-06-28,Clear,Clear conditions throughout the day.,clear-day
NH,2000-06-29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2000-06-30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-07-01,Clear,Clear conditions throughout the day.,clear-day
NH,2000-07-02,Clear,Clear conditions throughout the day.,clear-day
NH,2000-07-03,Rain,Clear conditions throughout the day with late afternoon rain.,rain
NH,2000-07-04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2000-07-05,Clear,Clear conditions throughout the day.,clear-day
NH,2000-07-06,Clear,Clear conditions throughout the day.,clear-day
NH,2000-07-07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-07-08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-07-09,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
NH,2000-07-10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NH,2000-07-11,Clear,Clear conditions throughout the day.,clear-day
NH,2000-07-12,Clear,Clear conditions throughout the day.,clear-day
NH,2000-07-13,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2000-07-14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
NH,2000-07-15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-07-16,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NH,2000-07-17,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
NH,2000-07-18,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
NH,2000-07-19,Clear,Clear conditions throughout the day.,clear-day
NH,2000-07-20,Clear,Clear conditions throughout the day.,clear-day
NH,2000-07-21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2000-07-22,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
NH,2000-07-23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-07-24,Clear,Clear conditions throughout the day.,clear-day
NH,2000-07-25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2000-07-26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
NH,2000-07-27,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
NH,2000-07-28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-07-29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-07-30,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
NH,2000-07-31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NH,2000-08-01,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
NH,2000-08-02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-08-03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
NH,2000-08-04,Clear,Clear conditions throughout the day.,clear-day
NH,2000-08-05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-08-06,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain
NH,2000-08-07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
NH,2000-08-08,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2000-08-09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
NH,2000-08-10,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain
NH,2000-08-11,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2000-08-12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-08-13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-08-14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NH,2000-08-15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-08-16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
NH,2000-08-17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-08-18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-08-19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
NH,2000-08-20,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-08-21,Clear,Clear conditions throughout the day.,clear-day
NH,2000-08-22,Clear,Clear conditions throughout the day.,clear-day
NH,2000-08-23,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
NH,2000-08-24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-08-25,Clear,Clear conditions throughout the day.,clear-day
NH,2000-08-26,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2000-08-27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-08-28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-08-29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-08-30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-08-31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-09-01,Clear,Clear conditions throughout the day.,clear-day
NH,2000-09-02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
NH,2000-09-03,Overcast,Cloudy skies throughout the day.,cloudy
NH,2000-09-04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
NH,2000-09-05,Clear,Clear conditions throughout the day.,clear-day
NH,2000-09-06,Clear,Clear conditions throughout the day.,clear-day
NH,2000-09-07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2000-09-08,Clear,Clear conditions throughout the day.,clear-day
NH,2000-09-09,Clear,Clear conditions throughout the day.,clear-day
NH,2000-09-10,Clear,Clear conditions throughout the day.,clear-day
NH,2000-09-11,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2000-09-12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-09-13,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain
NH,2000-09-14,Clear,Clear conditions throughout the day.,clear-day
NH,2000-09-15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
NH,2000-09-16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-09-17,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2000-09-18,Clear,Clear conditions throughout the day.,clear-day
NH,2000-09-19,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain
NH,2000-09-20,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
NH,2000-09-21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
NH,2000-09-22,Clear,Clear conditions throughout the day.,clear-day
NH,2000-09-23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
NH,2000-09-24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NH,2000-09-25,Clear,Clear conditions throughout the day.,clear-day
NH,2000-09-26,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
NH,2000-09-27,Clear,Clear conditions throughout the day.,clear-day
NH,2000-09-28,Clear,Clear conditions throughout the day.,clear-day
NH,2000-09-29,Clear,Clear conditions throughout the day.,clear-day
NH,2000-09-30,Clear,Clear conditions throughout the day.,clear-day
NH,2000-10-01,Clear,Clear conditions throughout the day.,clear-day
NH,2000-10-02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-10-03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-10-04,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2000-10-05,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
NH,2000-10-06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NH,2000-10-07,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2000-10-08,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2000-10-09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-10-10,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-10-11,Clear,Clear conditions throughout the day.,clear-day
NH,2000-10-12,Clear,Clear conditions throughout the day.,clear-day
NH,2000-10-13,Clear,Clear conditions throughout the day.,clear-day
NH,2000-10-14,Clear,Clear conditions throughout the day.,clear-day
NH,2000-10-15,Clear,Clear conditions throughout the day.,clear-day
NH,2000-10-16,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
NH,2000-10-17,Overcast,Cloudy skies throughout the day.,cloudy
NH,2000-10-18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NH,2000-10-19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
NH,2000-10-20,Clear,Clear conditions throughout the day.,clear-day
NH,2000-10-21,Clear,Clear conditions throughout the day.,clear-day
NH,2000-10-22,Clear,Clear conditions throughout the day.,clear-day
NH,2000-10-23,Clear,Clear conditions throughout the day.,clear-day
NH,2000-10-24,Clear,Clear conditions throughout the day.,clear-day
NH,2000-10-25,Clear,Clear conditions throughout the day.,clear-day
NH,2000-10-26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-10-27,Clear,Clear conditions throughout the day.,clear-day
NH,2000-10-28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-10-29,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain
NH,2000-10-30,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
NH,2000-10-31,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain
NH,2000-11-01,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2000-11-02,Clear,Clear conditions throughout the day.,clear-day
NH,2000-11-03,Clear,Clear conditions throughout the day.,clear-day
NH,2000-11-04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
NH,2000-11-05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
NH,2000-11-06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
NH,2000-11-07,Clear,Clear conditions throughout the day.,clear-day
NH,2000-11-08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-11-09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-11-10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
NH,2000-11-11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NH,2000-11-12,Clear,Clear conditions throughout the day.,clear-day
NH,2000-11-13,Overcast,Cloudy skies throughout the day.,cloudy
NH,2000-11-14,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
NH,2000-11-15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
NH,2000-11-16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-11-17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-11-18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2000-11-19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-11-20,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-11-21,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
NH,2000-11-22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-11-23,Clear,Clear conditions throughout the day.,clear-day
NH,2000-11-24,Clear,Clear conditions throughout the day.,clear-day
NH,2000-11-25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-11-26,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain
NH,2000-11-27,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
NH,2000-11-28,Overcast,Cloudy skies throughout the day.,cloudy
NH,2000-11-29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
NH,2000-11-30,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain
NH,2000-12-01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
NH,2000-12-02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
