name,datetime,conditions,description,icon
CO,2000-10-22,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
CO,2000-10-23,Overcast,Cloudy skies throughout the day.,cloudy
CO,2000-10-24,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
CO,2000-10-25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-10-26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-10-27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-10-28,Overcast,Cloudy skies throughout the day.,cloudy
CO,2000-10-29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
CO,2000-10-30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-10-31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
CO,2000-11-01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-02,Overcast,Cloudy skies throughout the day.,cloudy
CO,2000-11-03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-05,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain
CO,2000-11-06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
CO,2000-11-09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-10,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-11,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow
CO,2000-11-12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-13,Clear,Clear conditions throughout the day.,clear-day
CO,2000-11-14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-15,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain
CO,2000-11-16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-17,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow
CO,2000-11-18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
CO,2000-11-19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-20,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-11-30,Partially cloudy,Partly cloudy throughout the day.,wind
CO,2000-12-01,Clear,Clear conditions throughout the day.,clear-day
CO,2000-12-02,Clear,Clear conditions throughout the day.,clear-day
CO,2000-12-03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-05,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain
CO,2000-12-06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-10,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,rain
CO,2000-12-11,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow
CO,2000-12-12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-17,Partially cloudy,Partly cloudy throughout the day.,wind
CO,2000-12-18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-20,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain
CO,2000-12-21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-25,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow
CO,2000-12-26,Clear,Clear conditions throughout the day.,clear-day
CO,2000-12-27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
CO,2000-12-31,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,rain
FL,2000-01-01,,,
FL,2000-01-02,,,
FL,2000-01-03,,,
FL,2000-01-04,,,
FL,2000-01-05,,,
FL,2000-01-06,,,
FL,2000-01-07,,,
FL,2000-01-08,,,
FL,2000-01-09,,,
FL,2000-01-10,,,
FL,2000-01-11,,,
FL,2000-01-12,,,
FL,2000-01-13,,,
FL,2000-01-14,,,
FL,2000-01-15,,,
FL,2000-01-16,,,
FL,2000-01-17,,,
FL,2000-01-18,,,
FL,2000-01-19,,,
FL,2000-01-20,,,
FL,2000-01-21,,,
FL,2000-01-22,,,
FL,2000-01-23,,,
FL,2000-01-24,,,
FL,2000-01-25,Clear,Clear conditions throughout the day.,clear-day
FL,2000-01-26,Clear,Clear conditions throughout the day.,clear-day
FL,2000-01-27,Clear,Clear conditions throughout the day.,clear-day
FL,2000-01-28,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
FL,2000-01-29,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
FL,2000-01-30,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain
FL,2000-01-31,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-01,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-02,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-03,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-04,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-05,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-06,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-07,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-08,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-09,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-10,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-02-12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-02-13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-02-14,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
FL,2000-02-15,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-16,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-02-18,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
FL,2000-02-20,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-21,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-22,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-02-24,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
FL,2000-02-25,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-26,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
FL,2000-02-28,Clear,Clear conditions throughout the day.,clear-day
FL,2000-02-29,Clear,Clear conditions throughout the day.,clear-day
FL,2000-03-01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-03-02,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
FL,2000-03-03,Clear,Clear conditions throughout the day.,clear-day
FL,2000-03-04,Clear,Clear conditions throughout the day.,clear-day
FL,2000-03-05,Clear,Clear conditions throughout the day.,clear-day
FL,2000-03-06,Clear,Clear conditions throughout the day.,clear-day
FL,2000-03-07,Clear,Clear conditions throughout the day.,clear-day
FL,2000-03-08,Clear,Clear conditions throughout the day.,clear-day
FL,2000-03-09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-03-10,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-03-11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
FL,2000-03-12,Clear,Clear conditions throughout the day.,clear-day
FL,2000-03-13,Clear,Clear conditions throughout the day.,clear-day
FL,2000-03-14,Clear,Clear conditions throughout the day.,clear-day
FL,2000-03-15,Clear,Clear conditions throughout the day.,clear-day
FL,2000-03-16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
FL,2000-03-17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-03-18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
FL,2000-03-19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
FL,2000-03-20,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain
FL,2000-03-21,Clear,Clear conditions throughout the day.,clear-day
FL,2000-03-22,Clear,Clear conditions throughout the day.,clear-day
FL,2000-03-23,Clear,Clear conditions throughout the day.,clear-day
FL,2000-03-24,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
FL,2000-03-25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-03-26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
FL,2000-03-27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
FL,2000-03-28,Clear,Clear conditions throughout the day.,clear-day
FL,2000-03-29,Rain,Clear conditions throughout the day with late afternoon rain.,rain
FL,2000-03-30,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
FL,2000-03-31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-04-01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-04-02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-04-03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-04-04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
FL,2000-04-05,Clear,Clear conditions throughout the day.,clear-day
FL,2000-04-06,Clear,Clear conditions throughout the day.,clear-day
FL,2000-04-07,Clear,Clear conditions throughout the day.,clear-day
FL,2000-04-08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
FL,2000-04-09,Clear,Clear conditions throughout the day.,clear-day
FL,2000-04-10,Clear,Clear conditions throughout the day.,clear-day
FL,2000-04-11,Clear,Clear conditions throughout the day.,clear-day
FL,2000-04-12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-04-13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-04-14,Overcast,Cloudy skies throughout the day.,cloudy
FL,2000-04-15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-04-16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-04-17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-04-18,Clear,Clear conditions throughout the day.,clear-day
FL,2000-04-19,Clear,Clear conditions throughout the day.,clear-day
FL,2000-04-20,Clear,Clear conditions throughout the day.,clear-day
FL,2000-04-21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-04-22,Clear,Clear conditions throughout the day.,clear-day
FL,2000-04-23,Clear,Clear conditions throughout the day.,clear-day
FL,2000-04-24,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
FL,2000-04-25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
FL,2000-04-26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-04-27,Clear,Clear conditions throughout the day.,clear-day
FL,2000-04-28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
FL,2000-04-29,Clear,Clear conditions throughout the day.,clear-day
FL,2000-04-30,Clear,Clear conditions throughout the day.,clear-day
FL,2000-05-01,Clear,Clear conditions throughout the day.,clear-day
FL,2000-05-02,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
FL,2000-05-03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
FL,2000-05-04,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
FL,2000-05-05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
FL,2000-05-06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
FL,2000-05-07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-05-08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-05-09,Clear,Clear conditions throughout the day.,clear-day
FL,2000-05-10,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-05-11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-05-12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-05-13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-05-14,Clear,Clear conditions throughout the day.,clear-day
FL,2000-05-15,Clear,Clear conditions throughout the day.,clear-day
FL,2000-05-16,Clear,Clear conditions throughout the day.,clear-day
FL,2000-05-17,Clear,Clear conditions throughout the day.,clear-day
FL,2000-05-18,Clear,Clear conditions throughout the day.,clear-day
FL,2000-05-19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-05-20,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-05-21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-05-22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
FL,2000-05-23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-05-24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-05-25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-05-26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-05-27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-05-28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-05-29,Clear,Clear conditions throughout the day.,clear-day
FL,2000-05-30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-05-31,Clear,Clear conditions throughout the day.,clear-day
FL,2000-06-01,Clear,Clear conditions throughout the day.,clear-day
FL,2000-06-02,Clear,Clear conditions throughout the day.,clear-day
FL,2000-06-03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-06-04,Clear,Clear conditions throughout the day.,clear-day
FL,2000-06-05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
FL,2000-06-06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-06-07,Clear,Clear conditions throughout the day.,clear-day
FL,2000-06-08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-06-09,Clear,Clear conditions throughout the day.,clear-day
FL,2000-06-10,Clear,Clear conditions throughout the day.,clear-day
FL,2000-06-11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-06-12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
FL,2000-06-13,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
FL,2000-06-14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-06-15,Clear,Clear conditions throughout the day.,clear-day
FL,2000-06-16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
FL,2000-06-17,Rain,Clear conditions throughout the day with afternoon rain.,rain
FL,2000-06-18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
FL,2000-06-19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
FL,2000-06-20,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
FL,2000-06-21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
FL,2000-06-22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-06-23,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
FL,2000-06-24,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
FL,2000-06-25,Rain,Clear conditions throughout the day with afternoon rain.,rain
FL,2000-06-26,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
FL,2000-06-27,Clear,Clear conditions throughout the day.,clear-day
FL,2000-06-28,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
FL,2000-06-29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
FL,2000-06-30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-07-01,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
FL,2000-07-02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-07-03,Clear,Clear conditions throughout the day.,clear-day
FL,2000-07-04,Clear,Clear conditions throughout the day.,clear-day
FL,2000-07-05,Clear,Clear conditions throughout the day.,clear-day
FL,2000-07-06,Clear,Clear conditions throughout the day.,clear-day
FL,2000-07-07,Clear,Clear conditions throughout the day.,clear-day
FL,2000-07-08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
FL,2000-07-09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-07-10,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
FL,2000-07-11,Clear,Clear conditions throughout the day.,clear-day
FL,2000-07-12,Clear,Clear conditions throughout the day.,clear-day
FL,2000-07-13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
FL,2000-07-14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
FL,2000-07-15,Clear,Clear conditions throughout the day.,clear-day
FL,2000-07-16,Clear,Clear conditions throughout the day.,clear-day
FL,2000-07-17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-07-18,Clear,Clear conditions throughout the day.,clear-day
FL,2000-07-19,Clear,Clear conditions throughout the day.,clear-day
FL,2000-07-20,Rain,Clear conditions throughout the day with afternoon rain.,rain
FL,2000-07-21,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain
FL,2000-07-22,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
FL,2000-07-23,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
FL,2000-07-24,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
FL,2000-07-25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
FL,2000-07-26,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
FL,2000-07-27,Clear,Clear conditions throughout the day.,clear-day
FL,2000-07-28,Rain,Clear conditions throughout the day with late afternoon rain.,rain
FL,2000-07-29,Rain,Clear conditions throughout the day with late afternoon rain.,rain
FL,2000-07-30,Clear,Clear conditions throughout the day.,clear-day
FL,2000-07-31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
FL,2000-08-01,Rain,Clear conditions throughout the day with afternoon rain.,rain
FL,2000-08-02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
FL,2000-08-03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
FL,2000-08-04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
FL,2000-08-05,Clear,Partly cloudy throughout the day.,clear-day
FL,2000-08-06,Clear,Clear conditions throughout the day.,clear-day
FL,2000-08-07,Clear,Clear conditions throughout the day.,clear-day
FL,2000-08-08,Clear,Clear conditions throughout the day.,clear-day
FL,2000-08-09,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
FL,2000-08-10,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
FL,2000-08-11,Rain,Clear conditions throughout the day with rain.,rain
FL,2000-08-12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-08-13,Clear,Clear conditions throughout the day.,clear-day
FL,2000-08-14,Clear,Clear conditions throughout the day.,clear-day
FL,2000-08-15,Clear,Clear conditions throughout the day.,clear-day
FL,2000-08-16,Clear,Clear conditions throughout the day.,clear-day
FL,2000-08-17,Clear,Clear conditions throughout the day.,clear-day
FL,2000-08-18,Clear,Clear conditions throughout the day.,clear-day
FL,2000-08-19,Clear,Clear conditions throughout the day.,clear-day
FL,2000-08-20,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
FL,2000-08-21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
FL,2000-08-22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-08-23,Clear,Clear conditions throughout the day.,clear-day
FL,2000-08-24,Clear,Clear conditions throughout the day.,clear-day
FL,2000-08-25,Rain,Clear conditions throughout the day with afternoon rain.,rain
FL,2000-08-26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-08-27,Rain,Clear conditions throughout the day with late afternoon rain.,rain
FL,2000-08-28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-08-29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
FL,2000-08-30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-08-31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-09-01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
FL,2000-09-02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
FL,2000-09-03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-09-04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
FL,2000-09-05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
FL,2000-09-06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
FL,2000-09-07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
FL,2000-09-08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-09-09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-09-10,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-09-11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-09-12,Clear,Clear conditions throughout the day.,clear-day
FL,2000-09-13,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
FL,2000-09-14,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
FL,2000-09-15,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
FL,2000-09-16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-09-17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
FL,2000-09-18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
FL,2000-09-19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-09-20,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-09-21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
FL,2000-09-22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
FL,2000-09-23,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
FL,2000-09-24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-09-25,Clear,Clear conditions throughout the day.,clear-day
FL,2000-09-26,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
FL,2000-09-27,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
FL,2000-09-28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-09-29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
FL,2000-09-30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-10-01,Clear,Clear conditions throughout the day.,clear-day
FL,2000-10-02,Clear,Clear conditions throughout the day.,clear-day
FL,2000-10-03,Clear,Clear conditions throughout the day.,clear-day
FL,2000-10-04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-10-05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
FL,2000-10-06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
FL,2000-10-07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-10-08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-10-09,Clear,Clear conditions throughout the day.,clear-day
FL,2000-10-10,Clear,Clear conditions throughout the day.,clear-day
FL,2000-10-11,Clear,Clear conditions throughout the day.,clear-day
FL,2000-10-12,Clear,Clear conditions throughout the day.,clear-day
FL,2000-10-13,Clear,Clear conditions throughout the day.,clear-day
FL,2000-10-14,Clear,Clear conditions throughout the day.,clear-day
FL,2000-10-15,Clear,Clear conditions throughout the day.,clear-day
FL,2000-10-16,Clear,Clear conditions throughout the day.,clear-day
FL,2000-10-17,Clear,Clear conditions throughout the day.,clear-day
FL,2000-10-18,Clear,Clear conditions throughout the day.,clear-day
FL,2000-10-19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-10-20,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
FL,2000-10-21,Clear,Partly cloudy throughout the day.,clear-day
FL,2000-10-22,Clear,Clear conditions throughout the day.,clear-day
FL,2000-10-23,Clear,Clear conditions throughout the day.,clear-day
FL,2000-10-24,Clear,Clear conditions throughout the day.,clear-day
FL,2000-10-25,Clear,Clear conditions throughout the day.,clear-day
FL,2000-10-26,Clear,Clear conditions throughout the day.,clear-day
